iter	RMSE
121	0.1575798279
122	0.1572022306
123	0.1567696978
124	0.1563321012
125	0.1558888729
126	0.1554610494
127	0.1550886834
128	0.1546367523
129	0.1541610095
130	0.1536301671
131	0.1531429405
132	0.1525804923
133	0.1522488208
134	0.1517257066
135	0.1512839947
136	0.1508429221
137	0.1505802179
138	0.1502260875
139	0.1497354202
140	0.149148422
141	0.148666491
142	0.1483192316
143	0.1476574297
144	0.1473498427
145	0.146881217
146	0.1464305659
147	0.1461136088
148	0.1453541769
149	0.1449828356
150	0.1444963133
151	0.1441218345
152	0.1438924079
153	0.1436247533
154	0.1433461985
155	0.1429339119
156	0.1423785305
157	0.1419966173
158	0.1417472428
159	0.1414968648
160	0.1408966878
161	0.1406473517
162	0.1403857326
163	0.1399604289
164	0.1394074162
165	0.1390390875
166	0.1386846765
167	0.1382854224
168	0.1380264115
169	0.1376212034
170	0.1372377841
171	0.1369283362
172	0.1364637274
173	0.1360300015
174	0.1357565293
175	0.1352908023
176	0.1348039434
177	0.1345184161
178	0.1341085623
179	0.133655315
180	0.1332314671
181	0.1327725112
182	0.1322810582
183	0.1321313205
184	0.131845269
185	0.1315003751
186	0.1313246091
187	0.1309028006
188	0.1304792272
189	0.130286862
190	0.1300173865
191	0.1296119594
192	0.1291755441
193	0.1287757555
194	0.128575866
195	0.1282487676
196	0.1279202701
197	0.1275913861
198	0.1270143085
199	0.1265365101
200	0.126369596
201	0.1260439623
202	0.1257418736
203	0.1254346301
204	0.1251231742
205	0.1247825832
206	0.1244734709
207	0.1241984624
208	0.1239428393
209	0.1236546167
210	0.1232342862
211	0.123048362
212	0.1227416514
213	0.122493539
214	0.1222548328
215	0.1219405849
216	0.1215433146
217	0.1212764748
218	0.1210509769
219	0.1208335178
220	0.1204921912
221	0.1201849172
222	0.1200198589
223	0.1198027308
224	0.119438493
225	0.119279033
226	0.1190185948
227	0.1187736376
228	0.1185485366
229	0.1183720458
230	0.1182080608
231	0.1179854553
232	0.1176969806
233	0.1173979411
234	0.117164496
235	0.1167837243
236	0.1164880852
237	0.116288923
238	0.1161862516
239	0.1157596671
240	0.1154188487
241	0.115166515
242	0.1149314843
243	0.1148011069
244	0.114525182
245	0.1142320635
246	0.1139911633
247	0.1137548962
248	0.1134950891
249	0.1131374518
250	0.1129304155
251	0.1127006429
252	0.1124975997
253	0.1122728202
254	0.111927307
255	0.1118142185
256	0.1116221292
257	0.1112361582
258	0.1111188416
259	0.1107818301
260	0.1104174292
261	0.1102510745
262	0.1101339997
263	0.1100729558
264	0.1098492368
265	0.1095507274
266	0.1094527772
267	0.1092999533
268	0.1092164996
269	0.1090452588
270	0.1088411318
271	0.1087626161
272	0.108480305
273	0.1083099571
274	0.1080502714
275	0.10784792
276	0.1076815877
277	0.1074251649
278	0.1072391412
279	0.1070717225
280	0.1069324207
281	0.1067476003
282	0.106542817
283	0.1063138896
284	0.1059764679
285	0.1057904331
286	0.1056506699
287	0.1055331592
288	0.1053423827
289	0.1050368159
290	0.1049345766
291	0.1047379857
292	0.1046102133
293	0.1043614815
294	0.1041728853
295	0.1040102097
296	0.1037806652
297	0.103605572
298	0.1034867951
299	0.1033817058
300	0.1030921067
301	0.1029291756
302	0.1028220253
303	0.102684688
304	0.1025735962
305	0.1023468171
306	0.1021950978
307	0.1020449631
308	0.101899762
309	0.1016196083
310	0.1015239963
311	0.1012428522
312	0.1011199093
313	0.100903702
314	0.1006757701
315	0.1004205885
316	0.1002717327
317	0.1001320309
318	0.09993089425
319	0.09968728757
320	0.09957662963
321	0.09937731483
322	0.09926198685
323	0.09910436129
324	0.09891445288
325	0.09876811509
326	0.09869108395
327	0.09850892274
328	0.0983058909
329	0.09808538364
330	0.09783758353
331	0.09773628854
332	0.09761701998
333	0.0974996791
334	0.09741186023
335	0.09719871668
336	0.09704196475
337	0.09684992386
338	0.09664905111
339	0.09651821007
340	0.09629539655
341	0.09607099489
342	0.09592152147
343	0.09579431019
344	0.0956485206
345	0.09551927575
346	0.09533674543
347	0.09512884105
348	0.09490063465
349	0.09481274927
350	0.09466368336
351	0.0945269251
352	0.0943500619
353	0.09427461108
354	0.09406830322
355	0.09387382449
356	0.09369743569
357	0.09363785362
358	0.09353806659
359	0.09335708469
360	0.09322353455
361	0.09315528946
362	0.09308186477
363	0.09293411374
364	0.09280212207
365	0.09274645832
366	0.09257357803
367	0.09249193693
368	0.09236496499
369	0.09213462635
370	0.09202946966
371	0.09187217832
372	0.09180141145
373	0.09160661139
374	0.09147273009
375	0.09129927198
376	0.09114589385
377	0.09097009457
378	0.0908328796
379	0.09071570809
380	0.09054319237
381	0.09033362477
382	0.09025030912
383	0.09013347359
384	0.09005328602
385	0.08997015633
386	0.08980694468
387	0.08966880687
388	0.08958064649
389	0.08949679035
390	0.08937305025
391	0.08924368359
392	0.08917766791
393	0.08912146609
394	0.08895374016
395	0.08879791209
396	0.08865371451
397	0.08851834279
398	0.08839725764
399	0.08821058961
400	0.08808797247
401	0.08797166372
402	0.08790290432
403	0.08780098358
404	0.08772599094
405	0.08760801001
406	0.08745660838
407	0.08731761218
408	0.08718813227
409	0.08709417458
410	0.08694527636
411	0.08682268316
412	0.08672038759
413	0.08658999949
414	0.08644841383
415	0.08638374155
416	0.08621222428
417	0.08611695044
418	0.08597467524
419	0.0859161317
420	0.08581243561
421	0.08564425855
422	0.08550614624
423	0.08536314235
424	0.08529771585
425	0.08516354722
426	0.08509848064
427	0.08493850901
428	0.08479203151
429	0.08461810799
430	0.08449480048
431	0.08434512086
432	0.0842305149
433	0.08416653244
434	0.08410132568
435	0.08398546699
436	0.08385867895
437	0.08377014568
438	0.08367660821
439	0.08353919846
440	0.08345912155
441	0.0833513975
442	0.083250747
443	0.08315088972
444	0.08309561831
445	0.08297819381
446	0.08290590837
447	0.08274173443
448	0.08265795828
449	0.08252575071
450	0.08248455269
451	0.08237735276
452	0.0822621683
453	0.08213757322
454	0.08201756574
455	0.08191250051
456	0.08183527965
457	0.08168887334
458	0.08160256147
459	0.08147041435
460	0.08134417742
461	0.08121856904
462	0.08113742419
463	0.08103286396
464	0.08095676784
465	0.08091587098
466	0.08084239952
467	0.08073378837
468	0.08064093246
469	0.08053528584
470	0.08047241774
471	0.08041189603
472	0.08030073088
473	0.08025992866
474	0.08016421214
475	0.08009833302
476	0.08005547252
477	0.07995855343
478	0.07989828963
479	0.07981973042
480	0.07969820191
481	0.07962817403
482	0.07952780053
483	0.07944115392
484	0.07937378284
485	0.07930201539
486	0.07920344959
487	0.07910855598
488	0.07902248462
489	0.07895137521
490	0.07888996544
491	0.07876228154
492	0.07871161571
493	0.07863624435
494	0.07856725509
495	0.07845509162
496	0.07841530928
497	0.0782818186
498	0.07818134793
499	0.07807642643
500	0.07799129451
501	0.07787822776
502	0.07777446858
503	0.07768825909
504	0.07760878633
505	0.07754578856
506	0.07751224462
507	0.07737162869
508	0.07729444152
509	0.07717962768
510	0.0770987753
511	0.0770079421
512	0.07692100658
513	0.07687357851
514	0.07678489591
515	0.07672215262
516	0.07668668868
517	0.07662721435
518	0.07654515289
519	0.07645688261
520	0.07636208089
521	0.07627376295
522	0.07615913925
523	0.07611698469
524	0.07602182894
525	0.07596519602
526	0.07585823986
527	0.07576902652
528	0.07568444014
529	0.07555290199
530	0.0754622396
531	0.07537163915
532	0.07524158193
533	0.07509932033
534	0.0750038115
535	0.07491517863
536	0.07476086384
537	0.07467384015
538	0.07462359127
539	0.07457304663
540	0.07444096133
541	0.07438251381
542	0.07427203763
543	0.07419349316
544	0.07409442085
545	0.0740302552
546	0.07394839
547	0.07386974015
548	0.07373813978
549	0.073637829
550	0.07356996946
551	0.07346037883
552	0.0733724051
553	0.07330756163
554	0.07323940806
555	0.07318218717
556	0.0730965622
557	0.07299243569
558	0.07291814052
559	0.07282234058
560	0.07271091678
561	0.07265143552
562	0.07257925725
563	0.07247462789
564	0.07236583445
565	0.07227159113
566	0.07219957905
567	0.07214519245
568	0.07206027239
569	0.07197756729
570	0.07192761983
571	0.07185323531
572	0.07179454541
573	0.0717556454
574	0.07172096946
575	0.07167118447
576	0.07160643408
577	0.07154352251
578	0.07152029132
579	0.07144482467
580	0.07136486556
581	0.07129021323
582	0.0711931776
583	0.07112244516
584	0.07107413739
585	0.07099128027
586	0.07091681185
587	0.07084152873
588	0.07077421311
589	0.07070089933
590	0.07066130437
591	0.07056089635
592	0.07049841279
593	0.07044767627
594	0.07036153148
595	0.07032183795
596	0.07028132847
597	0.07024787231
598	0.07020595679
599	0.07016534354
600	0.07009620336
601	0.07003198607
602	0.06993578728
603	0.06989239233
604	0.06982329263
605	0.06972478073
606	0.06968828722
607	0.06961218078
608	0.0695464238
609	0.06948876405
610	0.0694308055
611	0.06936999658
612	0.0693260415
613	0.06924315709
614	0.06920754638
615	0.06913167938
616	0.06908054976
617	0.06899851275
618	0.06893166899
619	0.06885320517
620	0.06878939622
621	0.06873546086
622	0.06866071305
623	0.06858558312
624	0.06851549885
625	0.06846065906
626	0.06840054648
627	0.06834100215
628	0.06829075744
629	0.06819621851
630	0.06813117094
631	0.06805404169
632	0.06799126354
633	0.06793629139
634	0.06786740255
635	0.06777712947
636	0.06770298114
637	0.06763643535
638	0.06753125866
639	0.06745156969
640	0.06740496126
641	0.06733309182
642	0.0672990507
643	0.067249577
644	0.06716480741
645	0.06712518442
646	0.06706447617
647	0.06701530954
648	0.06695117528
649	0.06689600354
650	0.06685454993
651	0.06677157901
652	0.06669659949
653	0.06661860826
654	0.06654049646
655	0.06650244856
656	0.06641677782
657	0.06632639096
658	0.06625213761
659	0.06617690952
660	0.06610612274
661	0.06601960115
662	0.06597395719
663	0.06593563731
664	0.06586779651
665	0.06582568969
666	0.06577400639
667	0.06571289373
668	0.06567294356
669	0.06562821104
670	0.06552116038
671	0.06547274948
672	0.06542739624
673	0.06537992633
674	0.065330562
675	0.0652474277
676	0.06517572873
677	0.06513284117
678	0.06505162141
679	0.06501560321
680	0.06498877188
681	0.06494352443
682	0.06491507634
683	0.06486884366
684	0.06484880368
685	0.06478334195
686	0.06472355318
687	0.0646687448
688	0.06461306093
689	0.0645816381
690	0.06450673606
691	0.06446704916
692	0.06442164839
693	0.0643761497
694	0.064310499
695	0.06422960996
696	0.06419928166
697	0.06417594113
698	0.06411944475
699	0.06409586219
700	0.06403655626
701	0.06399443005
702	0.06394481296
703	0.06388924129
704	0.06387014311
705	0.06380381443
706	0.06375921896
707	0.06371519309
708	0.06362004235
709	0.06355774516
710	0.06352094971
711	0.06346400342
712	0.06338524185
713	0.06330995576
714	0.06324830622
715	0.06320191025
716	0.06316345362
717	0.0631152639
718	0.06302983694
719	0.06296439108
720	0.06294154142
721	0.06287939929
722	0.06278906978
723	0.06275305437
724	0.06267951447
725	0.06264844884
726	0.06257397805
727	0.06252259041
728	0.06249311583
729	0.0624254385
730	0.06236028378
731	0.06234199786
732	0.06229667621
733	0.06225671577
734	0.06221564749
735	0.06214300269
736	0.06208655522
737	0.06204622125
738	0.06198532263
739	0.06194240256
740	0.06186355448
741	0.0618014839
742	0.0617794358
743	0.061733691
744	0.06168579842
745	0.0616350973
746	0.06156713617
747	0.06152133794
748	0.06145566036
749	0.06141702302
750	0.06136718568
751	0.0613388257
752	0.06125225068
753	0.06123375633
754	0.06120531022
755	0.06116921678
756	0.06111338363
757	0.06105511873
758	0.06101944153
759	0.06096872444
760	0.06094060712
761	0.06086590285
762	0.06082952543
763	0.06076300692
764	0.06070828445
765	0.06063620588
766	0.06061726139
767	0.06057576658
768	0.06055604738
769	0.06048391708
770	0.06040968652
771	0.06038048422
772	0.06032554496
773	0.06027056325
774	0.06021433702
775	0.06017258038
776	0.06012817005
777	0.06009167309
778	0.06005358381
779	0.06002337736
780	0.06000501629
781	0.05994388114
782	0.05991487522
783	0.05988419473
784	0.0598290076
785	0.05974801141
786	0.05971276462
787	0.05967371013
788	0.05961385502
789	0.05956350942
790	0.05949988586
791	0.059470102
792	0.05942123944
793	0.05939840232
794	0.0593764368
795	0.05933438233
796	0.05928525698
797	0.05926077404
798	0.0592151639
799	0.05919696595
800	0.05916816229
801	0.05912444616
802	0.05908304677
803	0.05902339085
804	0.05896972138
805	0.05892221017
806	0.05889467437
807	0.05886742958
808	0.05881728095
809	0.0587885649
810	0.05873944213
811	0.05871280413
812	0.05866443308
813	0.05864423801
814	0.05855110072
815	0.05852637925
816	0.05847803928
817	0.05844662865
818	0.05838433801
819	0.05834377089
820	0.05828803423
821	0.05825225164
822	0.05819359618
823	0.05816668591
824	0.05811990584
825	0.05808929742
826	0.05804193696
827	0.05798440913
828	0.0579309982
829	0.05788659869
830	0.05786221623
831	0.05782733544
832	0.05776084743
833	0.05771237789
834	0.05766836193
835	0.05762132623
836	0.057594879
837	0.05756311194
838	0.05752053492
839	0.05750171234
840	0.05747010115
841	0.05743222057
842	0.05737862864
843	0.05733554559
844	0.0572941849
845	0.05719954955
846	0.05717648501
847	0.05711352654
848	0.05704616265
849	0.05697797034
850	0.05693990949
851	0.05689666144
852	0.05685075523
853	0.05679987326
854	0.05676667789
855	0.05674935315
856	0.05670394182
857	0.05664763518
858	0.05661918339
859	0.05658131589
860	0.05655060423
861	0.05652324598
862	0.0564686755
863	0.05642448715
864	0.0564071109
865	0.05638867805
866	0.05636265702
867	0.05631218407
868	0.05628210652
869	0.05626920708
870	0.05623707117
871	0.05619896841
872	0.05615586105
873	0.05610410241
874	0.05605124181
875	0.05599300937
876	0.05594147185
877	0.05592944704
878	0.05589920488
879	0.05586690973
880	0.05585139529
881	0.05581581927
882	0.05580053536
883	0.05575408271
884	0.0557049055
885	0.05567293012
886	0.05563298889
887	0.05559760576
888	0.05557056685
889	0.05552846138
890	0.05547115676
891	0.05542867069
892	0.0554020743
893	0.05537857926
894	0.05532781406
895	0.05529199785
896	0.05525366013
897	0.05524191709
898	0.05517443521
899	0.0551532265
900	0.05510660617
901	0.0550860489
902	0.05504254859
903	0.05501064668
904	0.05495788045
905	0.05492156052
906	0.0548989707
907	0.05487426754
908	0.05484428724
909	0.05480929751
910	0.05477953727
911	0.05473874988
912	0.0547070877
913	0.05467432552
914	0.05465631619
915	0.05459737088
916	0.05457295836
917	0.05455071918
918	0.05452294916
919	0.05447738954
920	0.05443023336
921	0.05437886774
922	0.05434803101
923	0.05427709928
924	0.05422025547
925	0.05416553754
926	0.05414491991
927	0.05409538629
928	0.05406357706
929	0.05404414962
930	0.05399991096
931	0.05395965299
932	0.05391954011
933	0.05388975265
934	0.05383630488
935	0.05381116772
936	0.05375250618
937	0.05372001158
938	0.05368756607
939	0.05364912256
940	0.05358288075
941	0.0535569754
942	0.05351981593
943	0.05349768652
944	0.05345200319
945	0.05343509511
946	0.05339820261
947	0.05338134476
948	0.05336460675
949	0.05331966155
950	0.05327202844
951	0.05323024451
952	0.05320369701
953	0.05318127209
954	0.0531623806
955	0.05313065743
956	0.0531174085
957	0.05308154369
958	0.05301833956
959	0.05297360442
960	0.05294580603
961	0.0528972644
962	0.05286472352
963	0.05282867237
964	0.05279259285
965	0.05274735005
966	0.05270569152
967	0.05267646634
968	0.05264772031
969	0.05261057323
970	0.05256641632
971	0.05254663685
972	0.052510959
973	0.05248407696
974	0.05245091071
975	0.05241098042
976	0.05238517925
977	0.05233151975
978	0.05230947325
979	0.05226009786
980	0.05223244969
981	0.05219456598
982	0.05214400857
983	0.05209390381
984	0.05208064376
985	0.052033871
986	0.0520054598
987	0.05198046393
988	0.05195290141
989	0.05193167221
990	0.05189843483
991	0.051870635
992	0.05184390146
993	0.0518015604
994	0.05177196652
995	0.05175624472
996	0.05171274907
997	0.05165614432
998	0.05161611398
999	0.05159296887
